"type_1_npi","life_science_firm_name","product_name","nature_of_payment","year","amount"
"1548288533","GREER LABORATORIES, INC.","ORALAIR","Food and Beverage","2017","40.1"
"1528119724","BIOHORIZONS IMPLANT SYSTEMS INC.","BIOHORIZONS DENTAL IMPLANTS","Food and Beverage","2017","30.25"
"1942297627","GLAXOSMITHKLINE, LLC.","ADVAIR","Food and Beverage","2016","62.76"
"1801842539","NOVARTIS PHARMACEUTICALS CORPORATION","AFINITOR","Food and Beverage","2020","12.96"
"1003103706","UCB, INC.","VIMPAT","Food and Beverage","2016","28.699999"
"1295840353","BOSTON SCIENTIFIC CORPORATION","WATCHMAN","Travel and Lodging","2019","621.04004"
"1073583274","KARYOPHARM THERAPEUTICS INC.","XPOVIO","Food and Beverage","2021","13.02"
"1548374440","INSYS THERAPEUTICS INC","SUBSYS","Food and Beverage","2016","114.96"
"1619929676","SHIRE NORTH AMERICAN GROUP INC","VYVANSE","Food and Beverage","2017","41.07"
"1912907288","ASTELLAS PHARMA INC","MYRBETRIQ","Food and Beverage","2018","62.2"
"1245231588","AMGEN INC.","AIMOVIG","Food and Beverage","2020","11.25"
"1346216371","MALLINCKRODT LLC","ACTHAR","Food and Beverage","2017","497.32"
"1023128840","BOEHRINGER INGELHEIM PHARMACEUTICALS, INC.","STIOLTO RESPIMAT","Food and Beverage","2018","41.09"
"1538254875","ABBOTT LABORATORIES","FREESTYLE LIBRE 2","Food and Beverage","2021","22.95"
"1497799142","NOVO NORDISK INC","OZEMPIC","Food and Beverage","2022","22.27"
"1750438974","ASTRAZENECA PHARMACEUTICALS LP","","Food and Beverage","2020","17.86"
"1760593552","ELI LILLY AND COMPANY","TRULICITY","Food and Beverage","2018","147.13"
"1578762449","SUN PHARMACEUTICAL INDUSTRIES INC.","BROMSITE","Food and Beverage","2020","15.1"
"1730185505","MEDAC PHARMA, INC.","RASUVO","Food and Beverage","2017","109.38"
"1225090715","NOVARTIS PHARMACEUTICALS CORPORATION","LEQVIO","Food and Beverage","2023","95.91"
"1982775185","ELI LILLY AND COMPANY","TRULICITY","Food and Beverage","2016","29.14"
"1598925703","DENTSPLY INTERNATIONAL","ASTRA TECH IMPLANT SYSTEM","Food and Beverage","2021","17.46"
"1699902585","JANSSEN PHARMACEUTICALS, INC","XARELTO","Education","2019","24.17"
"1144209891","BOSTON SCIENTIFIC CORPORATION","ROTABLATOR ROTATIONAL ATHERECTOMY SYSTEM","Food and Beverage","2016","109.3"
"1619932803","SANOFI-AVENTIS U.S. LLC","PRALUENT","Food and Beverage","2016","61.989998"
"1194777466","PFIZER INC.","CHANTIX","Food and Beverage","2016","20.43"
"1346233541","HORIZON THERAPEUTICS PLC","KRYSTEXXA","Food and Beverage","2020","12.6"
"1730646084","AMARIN PHARMA INC.","VASCEPA","Food and Beverage","2021","35.31"
"1902351448","BIOHAVEN PHARMACEUTICALS, INC.","NURTEC ODT","Food and Beverage","2022","83.84"
"1780743989","ITI, INC.","CAPLYTA","Education","2021","46.91"
"1376837021","PORTOLA PHARMACEUTICALS, INC.","ANDEXXA","Food and Beverage","2018","73.05"
"1366526808","GLOBUS MEDICAL, INC.","SPINE","Travel and Lodging","2017","17.52"
"1275120958","ABBVIE, INC.","BOTOX","Food and Beverage","2023","20.96"
"1063875870","JANSSEN PHARMACEUTICALS, INC","XARELTO","Food and Beverage","2023","134.64"
"1114916558","REGENERON PHARMACEUTICALS, INC.","PRALUENT (ALIROCUMAB) INJECTION","Food and Beverage","2016","66.71"
"1780794883","STRAUMANN USA LLC","","Food and Beverage","2018","12.99"
"1740675719","STRYKER CORPORATION","NIAGARA LATERAL ACCESS SYSTEM","Food and Beverage","2022","22.67"
"1679184881","ABBVIE, INC.","LUPRON DEPOT","Food and Beverage","2021","28.32"
"1578598280","BRAINTREE LABORATORIES, INC.","SUPREP","Food and Beverage","2016","23.369999"
"1144273459","VIIV HEALTHCARE COMPANY","DOVATO","Food and Beverage","2021","64.69"
"1407013527","BOEHRINGER INGELHEIM PHARMACEUTICALS, INC.","OFEV","Food and Beverage","2016","23.89"
"1346395969","BOSTON SCIENTIFIC CORPORATION","WATCHMAN","Food and Beverage","2018","502.58"
"1295221083","EISAI INC.","FYCOMPA","Food and Beverage","2022","16.05"
"1457575706","ABBOTT LABORATORIES","MITRACLIP","Food and Beverage","2023","147.79"
"1215980487","GLAXOSMITHKLINE, LLC.","MENVEO","Food and Beverage","2016","18.71"
"1831212109","ALLERGAN INC.","BOTOX","Travel and Lodging","2021","1032.24"
"1215961743","ACCLARENT, INC","ACCLARENT ENT NAVIGATION SYSTEM","Food and Beverage","2018","74.25"
"1164916326","STRYKER CORPORATION","ACCOLADE","Food and Beverage","2020","131.32"
"1376523399","MICROPORT ORTHOPEDICS INC","MPO HIP SYSTEM","Royalty or License","2022","50000"
"1992187272","JAZZ PHARMACEUTICALS INC.","VYXEOS","Food and Beverage","2018","237.75"
"1881678696","ASTELLAS PHARMA INC","MYRBETRIQ","Food and Beverage","2016","53.1"
"1437682978","GENENTECH USA, INC.","OCREVUS","Food and Beverage","2023","32.16"
"1376758136","PFIZER INC.","LYRICA","Food and Beverage","2019","57.18"
"1942279260","BOEHRINGER INGELHEIM PHARMACEUTICALS, INC.","TRADJENTA","Food and Beverage","2017","17.42"
"1740458397","MEDICAL DEVICE BUSINESS SERVICES, INC.","ACCLARENT AERA EUSTACHIAN TUBE BALLOON DILATION SYSTEM","Food and Beverage","2018","10.4"
"1770077760","ELI LILLY AND COMPANY","EMGALITY","Food and Beverage","2022","52.609997"
"1336112770","VISIONARY OPTICS LLC","","Gift","2022","295"
"1598928608","ABBOTT LABORATORIES","PROCLAIM","Travel and Lodging","2022","3312.49"
"1386062263","AERIE PHARMACEUTICALS, INC.","ROCKLATAN","Food and Beverage","2021","99.64"
"1336101211","DAIICHI SANKYO INC.","SAVAYSA","Food and Beverage","2016","38.18"
"1386757136","ORGANON LLC","NEXPLANON","Food and Beverage","2022","12.97"
"1033874797","SUMITOMO PHARMA CO., LTD.","ORGOVYX","Food and Beverage","2023","18.6"
"1952717969","AXSOME THERAPEUTICS, INC.","AUVELITY","Food and Beverage","2023","107.16"
"1255447421","BOEHRINGER INGELHEIM PHARMACEUTICALS, INC.","STIOLTO RESPIMAT","Food and Beverage","2018","24.720001"
"1891859781","AMARIN PHARMA INC.","VASCEPA","Food and Beverage","2016","39.02"
"1184641763","SCYNEXIS, INC.","","Food and Beverage","2022","27.029999"
"1578507976","NOVARTIS PHARMACEUTICALS CORPORATION","","Food and Beverage","2016","110.62"
"1023002508","OTSUKA AMERICA PHARMACEUTICAL, INC.","REXULTI","Food and Beverage","2021","109.340004"
"1467613513","BAUSCH HEALTH US, LLC","VYZULTA","Food and Beverage","2019","43.92"
"1699799767","TRIS PHARMA INC","DYANAVEL XR","Food and Beverage","2016","12.8"
"1669421491","SHIRE NORTH AMERICAN GROUP INC","TAKHZYRO","Food and Beverage","2019","23.15"
"1821034596","ENDO PHARMACEUTICALS INC.","OPANA ER","Food and Beverage","2016","12.97"
"1417181116","GLAXOSMITHKLINE, LLC.","TRELEGY ELLIPTA","Food and Beverage","2020","16.1"
"1487606208","PFIZER INC.","ELIQUIS","Food and Beverage","2022","14.39"
"1598056293","VERTOS MEDICAL, INC.","MILD DEVICE KIT","Travel and Lodging","2019","74.84"
"1831178698","ACTELION PHARMACEUTICALS, LTD","UPTRAVI","Food and Beverage","2022","62.06"
"1811965478","GENZYME CORPORATION","GAUCHER-DISEASE","Food and Beverage","2016","11.54"
"1134449044","GILEAD SCIENCES, INC.","EPCLUSA","Food and Beverage","2016","125"
"1437220167","PFIZER INC.","LYRICA","Food and Beverage","2017","24.9"
"1083094635","ALCON VISION LLC","CLAREON","Food and Beverage","2023","19.96"
"1851558605","PFIZER INC.","INFLECTRA","Food and Beverage","2018","11.43"
"1538276357","SMITH & NEPHEW, INC.","BIORAPTOR","Food and Beverage","2018","360.96"
"1316948797","JANSSEN PHARMACEUTICALS, INC","STELARA","Food and Beverage","2022","19.47"
"1548485816","JANSSEN PHARMACEUTICALS, INC","TREMFYA","Food and Beverage","2023","174.14"
"1255333902","ABBOTT LABORATORIES","TECNIS 1-PIECE IOL","Food and Beverage","2016","71.3"
"1821166158","TRIS PHARMA INC","DYANAVEL XR","Food and Beverage","2017","12.77"
"1730531187","DAIICHI SANKYO INC.","INJECTAFER","Food and Beverage","2023","22"
"1316064157","BRAINTREE LABORATORIES, INC.","SUTAB","Gift","2021","80.46"
"1407959000","ABBOTT LABORATORIES","PROCLAIM FAMILY OF SCS IPGS","Travel and Lodging","2019","13974.42"
"1922075308","BAXTER HEALTHCARE","FLOSEAL","Food and Beverage","2016","81.93"
"1669714366","ARBOR PHARMACEUTICALS, INC.","EDARBI","Food and Beverage","2018","15.86"
"1376649277","BAXTER HEALTHCARE","SURGICAL CARE - TISSEEL","Food and Beverage","2017","60.12"
"1912900820","PFIZER INC.","XTANDI","Education","2018","99.99"
"1871502641","GENENTECH, INC.","ESBRIET","Food and Beverage","2017","60.34"
"1578577813","ALEXION PHARMACEUTICALS, INC.","ANDEXXA","Food and Beverage","2021","125"
"1841463130","NAPO PHARMACEUTICALS INC","MYTESI","Travel and Lodging","2019","179.67"
"1154412161","BOEHRINGER INGELHEIM PHARMACEUTICALS, INC.","SPEVIGO","Food and Beverage","2023","31.92"
"1760757561","MERCK SHARP & DOHME CORPORATION","JANUVIA","Food and Beverage","2017","54.96"
"1336407949","BAYER HEALTHCARE PHARMACEUTICALS INC.","KYLEENA","Food and Beverage","2023","17.26"
"1912313420","MERCK SHARP & DOHME CORPORATION","PNEUMOVAX 23","Food and Beverage","2017","11.5"
"1184689648","NOVO NORDISK INC","NOVOLOG","Food and Beverage","2016","11.6"
"1851314512","PHILIPS ELECTRONICS NORTH AMERICA CORPORATION","WELLCENTIVE UNDIV","Food and Beverage","2018","44.36"
"1487752531","TEVA PHARMACEUTICALS USA, INC.","AJOVY","Food and Beverage","2020","11.01"
"1427375864","STRYKER CORPORATION","AIRO","Food and Beverage","2022","69.57"
"1184642357","RADIUS HEALTH, INC.","TYMLOS","Food and Beverage","2017","23.95"
"1871590448","ZS PHARMA. INC.","BRILINTA","Food and Beverage","2016","14.11"
"1649355827","LUNDBECK LLC","NORTHERA","Food and Beverage","2019","49.08"
"1881613453","VARIAN MEDICAL SYSTEMS, INC.","TREATMENT PLANNING SYSTEMS","Food and Beverage","2018","27.81"
"1457766594","SUN PHARMACEUTICAL INDUSTRIES INC.","WINLEVI","Food and Beverage","2021","13.87"
"1326006081","SANOFI-AVENTIS U.S. LLC","TOUJEO","Food and Beverage","2018","34.42"
"1134257710","DAVOL INC.","VENTRALIGHT","Food and Beverage","2018","132.55"
"1033313101","NEVRO CORP","SENZA SPINAL CORD STIMULATION SYSTEM","Travel and Lodging","2018","539.62"
"1790951705","HORIZON THERAPEUTICS PLC","PENNSAID","Food and Beverage","2020","14.68"
"1114215464","SHIRE NORTH AMERICAN GROUP INC","XIIDRA","Education","2016","37.65"
"1962667931","PFIZER INC.","PREVNAR 20","Food and Beverage","2022","16.05"
"1154397156","GLAXOSMITHKLINE, LLC.","BEXSERO","Food and Beverage","2018","16.7"
"1003819269","RIGEL PHARMACEUTICALS, INC.","TAVALISSE","Food and Beverage","2019","39.85"
"1538137567","TRIS PHARMA INC","DYANAVEL XR","Food and Beverage","2021","26.32"
"1417156332","OTSUKA AMERICA PHARMACEUTICAL, INC.","REXULTI","Food and Beverage","2017","193.11"
"1891897468","COLOPLAST CORP","CONTINENCE CARE","Food and Beverage","2017","11.78"
"1902808264","ABBVIE, INC.","LO LOESTRIN FE","Food and Beverage","2020","13.03"
"1659697431","MAYNE PHARMA INC.","DORYX","Food and Beverage","2017","63.68"
"1346587573","SALIX PHARMACEUTICALS, A DIVISION OF BAUSCH HEALTH US, LLC","TRULANCE","Food and Beverage","2023","18.72"
"1841326162","SANOFI-AVENTIS U.S. LLC","TOUJEO","Food and Beverage","2016","142.65"
"1760820096","NEURELIS, INC.","VALTOCO","Food and Beverage","2021","124.39"
"1699807784","SHIRE NORTH AMERICAN GROUP INC","XIIDRA","Education","2016","37.65"
"1699981811","EXELTIS, USA INC.","VITAFOL ULTRA","Food and Beverage","2019","11.06"
"1104830801","PFIZER INC.","CHANTIX","Food and Beverage","2017","13.67"
"1922134311","PFIZER INC.","PREVNAR - 13","Food and Beverage","2017","33.95"
"1447545355","ALIGN TECHNOLOGY, INC.","INVISALIGN","Food and Beverage","2022","166.29999"
"1598723298","HORIZON THERAPEUTICS PLC","DUEXIS","Food and Beverage","2017","16.45"
"1528328556","BOSTON SCIENTIFIC CORPORATION","GENERAL  FEMALE SUI","Food and Beverage","2019","77.46"
"1700149663","ELI LILLY AND COMPANY","BASAGLAR","Food and Beverage","2020","83.61"
"1518073550","ARBOR PHARMACEUTICALS, INC.","NOT SPECIFICALLY ATRIBUTED","Food and Beverage","2017","12.71"
"1437371994","US WORLDMEDS, LLC","LUCEMYRA/LOFEXIDINE","Food and Beverage","2019","11.89"
"1386999597","E.R. SQUIBB & SONS, L.L.C.","","Food and Beverage","2016","141.86"
"1144288820","ZIMMER BIOMET HOLDINGS, INC.","CONNECTED HEALTH-MYMOBILITY","Food and Beverage","2021","187.65"
"1184681439","THERATECHNOLOGIES INC.","EGRIFTA","Food and Beverage","2017","46.48"
"1417290404","MEDTRONIC, INC.","COREVALVE EVOLUT","Food and Beverage","2021","6.75"
"1730164922","ABBVIE, INC.","CREON","Food and Beverage","2019","24.779999"
"1467894675","STRYKER CORPORATION","NEUROFORM ATLAS","Food and Beverage","2021","96.26"
"1881795995","DENTSPLY INTERNATIONAL","IMPLANT DENTISTRY","Food and Beverage","2018","45"
"1942284948","REGENERON PHARMACEUTICALS, INC.","KEVZARA SARILUMAB INJECTION","Food and Beverage","2017","96.35"
"1851403489","ABBOTT LABORATORIES","AXIUM INS DRG IPG","Food and Beverage","2018","177.77"
"1396919841","ALLERGAN INC.","","Food and Beverage","2022","112.39"
"1457325177","VALEANT PHARMACEUTICALS NORTH AMERICA LLC","BESIVANCE","Food and Beverage","2017","17.04"
"1871523563","AURINIA PHARMA U.S., INC.","LUPKYNIS","Food and Beverage","2022","19.16"
"1871084731","SK LIFE SCIENCE, INC.","XCOPRI","Food and Beverage","2022","108.88"
"1376644484","MANNKIND CORPORATION","AFREZZA","Food and Beverage","2023","31.869999"
"1194722512","PURDUE PHARMA L.P.","BUTRANS","Food and Beverage","2016","31.66"
"1093897118","MERCK SHARP & DOHME CORPORATION","STEGLATRO","Food and Beverage","2018","17.04"
"1598859217","BAYER HEALTHCARE PHARMACEUTICALS INC.","NUBEQA","Food and Beverage","2020","22.19"
"1275608663","ABBOTT LABORATORIES","THORATEC HEARTMATE 3 LVAS IMPLANT KIT","Food and Beverage","2023","23.99"
"1487813721","ABBOTT LABORATORIES","CONFIRM RX","Food and Beverage","2021","44.04"
"1295758456","EDWARDS LIFESCIENCES CORPORATION","","Travel and Lodging","2021","861.82"
"1639494198","AMGEN INC.","ENBREL","Food and Beverage","2018","20.42"
"1649500158","CELGENE CORPORATION","ZEPOSIA","Food and Beverage","2021","39.97"
"1831499342","INARI MEDICAL, INC.","CT THROMBECTOMY SYSTEM KIT","Consulting Fee","2021","17750"
"1861460982","IRONWOOD PHARMACEUTICALS, INC","LINZESS","Food and Beverage","2022","27.57"
"1205099785","GENZYME CORPORATION","DUPIXENT","Speaking / Faculty Fee (Non-CME-related)","2022","6414"
"1831212075","TOPCON CORPORATION","KR-1W","Travel and Lodging","2018","3487.54"
"1447292255","ZOLL SERVICES LLC (A/K/A ZOLL LIFECOR CORP)","LIFEVEST","Food and Beverage","2016","13.68"
"1114938826","SANOFI-AVENTIS U.S. LLC","TOUJEO","Food and Beverage","2016","65.92"
"1306307038","PFIZER INC.","ELIQUIS","Food and Beverage","2021","13.05"
"1619941838","AMGEN INC.","AIMOVIG","Food and Beverage","2018","31.29"
"1437159837","AMGEN INC.","TAVNEOS","Speaking / Faculty Fee (Non-CME-related)","2023","675"
"1033685748","ABBOTT LABORATORIES","CONFIRM RX","Food and Beverage","2022","15.31"
"1710901764","NOVARTIS PHARMACEUTICALS CORPORATION","ENTRESTO","Food and Beverage","2017","21.53"
"1942212592","PFIZER INC.","VIAGRA","Food and Beverage","2016","12.41"
"1184860363","ACESSA HEALTH INC.","ACESSA","Food and Beverage","2019","13.72"
"1730488875","NOVO NORDISK INC","OZEMPIC","Food and Beverage","2021","14.63"
"1811336068","TOLMAR, INC.","ELIGARD","Food and Beverage","2019","19.99"
"1639178395","NOVO NORDISK INC","XULTOPHY 100/3.6","Food and Beverage","2017","19.6"
"1447367396","ALCON VISION LLC","DAILIES","Food and Beverage","2018","126.73"
"1952311326","ELI LILLY AND COMPANY","TRULICITY","Food and Beverage","2017","109.06"
"1578540761","PHATHOM PHARMACEUTICALS, INC.","VOQUEZNA","Food and Beverage","2023","28.48"
"1467491977","REDHILL BIOPHARMA INC.","TALICIA","Food and Beverage","2022","33.63"
"1083601645","MERCK SHARP & DOHME CORPORATION","BRIDION","Food and Beverage","2016","34.04"
"1528053782","ALEXION PHARMACEUTICALS, INC.","SOLIRIS","Food and Beverage","2017","47.620003"
"1568671360","TAKEDA PHARMACEUTICALS AMERICA, INC.","MOTEGRITY","Food and Beverage","2021","31.740002"
"1528180601","EISAI INC.","LENVIMA","Travel and Lodging","2023","33.9"
"1104895879","NOVARTIS PHARMACEUTICALS CORPORATION","ENTRESTO","Food and Beverage","2016","61.4"
"1285603886","JANSSEN PHARMACEUTICALS, INC","IMBRUVICA","Food and Beverage","2019","74.79"
"1386922359","ABBVIE, INC.","UBRELVY","Food and Beverage","2023","94.380005"
"1962481796","DAIICHI SANKYO INC.","INJECTAFER","Food and Beverage","2018","14.76"
"1861768962","SANOFI-AVENTIS U.S. LLC","TOUJEO","Food and Beverage","2019","14.42"
"1366435232","PFIZER INC.","EMBEDA","Food and Beverage","2016","8.41"
"1831130632","GLAXOSMITHKLINE, LLC.","BENLYSTA","Food and Beverage","2018","111.3"
"1326059254","AVANIR PHARMACEUTICALS, INC.","NUEDEXTA","Food and Beverage","2016","38.23"
"1487610697","SENTYNL THERAPEUTICS, INC.","LEVORPHANOL TARTRATE","Food and Beverage","2019","99.42"
"1689740987","IMPAX LABORATORIES, INC.","ZOMIG","Food and Beverage","2016","28.15"
"1477764322","IRONWOOD PHARMACEUTICALS, INC","DUZALLO","Food and Beverage","2017","14.58"
"1386711182","TEVA PHARMACEUTICALS USA, INC.","","Education","2022","81.49"
"1659548899","BOSTON SCIENTIFIC CORPORATION","SPECTRA WAVEWRITER","Food and Beverage","2019","138.95"
"1265445530","TAKEDA PHARMACEUTICALS AMERICA, INC.","DEXILANT","Food and Beverage","2016","2.99"
"1053398495","NOVARTIS PHARMACEUTICALS CORPORATION","LEQVIO","Food and Beverage","2023","180.37"
"1891969382","TEVA PHARMACEUTICALS USA, INC.","AUSTEDO","Food and Beverage","2020","12.19"
"1265517619","PFIZER INC.","VYNDAQEL","Food and Beverage","2020","11.98"
"1235573148","ASTELLAS PHARMA INC","MYRBETRIQ","Food and Beverage","2021","126.1"
"1942356563","JANSSEN PHARMACEUTICALS, INC","TREMFYA","Food and Beverage","2023","297.82"
"1013914605","PFIZER INC.","LYRICA","Food and Beverage","2018","99.99"
"1922363431","KCI USA, INC.","ACTIV.A.C.","Food and Beverage","2022","70.92"
"1932639002","COOPERVISION INC.","MULTIPLE BRANDS CONTACT LENS","Food and Beverage","2022","13.86"
"1265428445","JANSSEN PHARMACEUTICALS, INC","XARELTO","Food and Beverage","2020","84.73"
"1790798619","AVADEL PHARMACEUTICALS (USA), INC.","KARBINAL ER","Food and Beverage","2017","31.220001"
"1407194855","GENZYME CORPORATION","DUPIXENT","Food and Beverage","2022","47.15"
"1386649721","EXACT SCIENCES CORPORATION","COLOGUARD COLLECTION KIT","Food and Beverage","2023","13.54"
"1801845334","GLAXOSMITHKLINE, LLC.","ANORO ELLIPTA","Food and Beverage","2021","13.05"
"1265878680","MUSCULOSKELETAL TRANSPLANT FOUNDATION INC.","","Travel and Lodging","2023","97.9"
"1922410166","SMITH & NEPHEW, INC.","","Education","2020","8041.67"
"1780094326","INARI MEDICAL, INC.","FLOWTRIEVER CATHETER, S","Food and Beverage","2023","364.13"
"1053573162","MEDTRONIC, INC.","MINIMED 780G","Food and Beverage","2023","83.25"
"1972747871","ARBOR PHARMACEUTICALS, INC.","OTOVEL","Food and Beverage","2016","10.39"
"1679573372","GENENTECH, INC.","ALECENSA","Food and Beverage","2019","93.74"
"1639149883","AQUA PHARMACEUTICALS","ALTABAX","Food and Beverage","2016","16.15"
"1659498822","ABBVIE, INC.","VRAYLAR","Food and Beverage","2023","202.98"
"1568514693","PFIZER INC.","ELIQUIS","Food and Beverage","2022","124.98"
"1619918703","TAKEDA PHARMACEUTICALS AMERICA, INC.","AMITIZA","Food and Beverage","2018","88.49"
"1780767814","AMAG PHARMACEUTICALS, INC.","BREMELANOTIDE","Food and Beverage","2017","70.45"
"1659578896","MEDTRONIC, INC.","KYPHON BALLOON KYPHOPLASTY","Food and Beverage","2017","27.91"
"1598893224","JANSSEN PHARMACEUTICALS, INC","STELARA","Food and Beverage","2017","61.27"
"1023207586","RESPIRATORY TECHNOLOGIES, INC.","","Food and Beverage","2016","210.95"
"1902149313","GENZYME CORPORATION","CABLIVI","Food and Beverage","2022","24.4"
"1780812297","ABBVIE, INC.","LINZESS","Food and Beverage","2021","156.37"
"1679933287","SALIX PHARMACEUTICALS, A DIVISION OF BAUSCH HEALTH US, LLC","XIFAXAN","Food and Beverage","2023","47.73"
"1053517839","AKEBIA THERAPEUTICS INC","","Food and Beverage","2022","21.86"
"1760835029","NOVO NORDISK INC","RYBELSUS","Food and Beverage","2022","79.23"
"1083666382","TAKEDA PHARMACEUTICALS AMERICA, INC.","TRINTELLIX","Food and Beverage","2016","51.82"
"1376109264","MYLAN PHARMACEUTICALS INC.","YUPELRI","Food and Beverage","2023","18.44"
"1851371793","ASTRAZENECA PHARMACEUTICALS LP","BRILINTA","Food and Beverage","2019","22.64"
"1770503849","E.R. SQUIBB & SONS, L.L.C.","ORENCIA","Food and Beverage","2021","31.91"
"1609041581","BIOGEN, INC.","TYSABRI","Food and Beverage","2019","168.13"
"1992714307","JOHNSON & JOHNSON VISION CARE, INC.","ACUVUE","Food and Beverage","2016","79.78"
"1275028870","ALIGN TECHNOLOGY, INC.","INVISALIGN","Food and Beverage","2020","9.99"
"1346539871","KOWA COMPANY, LTD.","LIVALO","Food and Beverage","2020","28.380001"
"1215105648","VALEANT PHARMACEUTICALS NORTH AMERICA LLC","ZYLET","Food and Beverage","2016","5.33"
"1821431123","GENZYME CORPORATION","AUBAGIO","Food and Beverage","2019","88.29"
"1457748998","PFIZER INC.","PREVNAR - 13","Food and Beverage","2019","27.810001"
"1407859937","GILEAD SCIENCES, INC.","BIKTARVY","Food and Beverage","2023","95.05"
"1598744351","NOBEL BIOCARE USA","NOBELACTIVE","Food and Beverage","2018","98.060005"
"1558845354","SALIX PHARMACEUTICALS, A DIVISION OF BAUSCH HEALTH US, LLC","XIFAXAN","Food and Beverage","2023","17.1"
"1184350076","STRYKER CORPORATION","MEDLINE INDUSTRIES, INC.","Food and Beverage","2022","171.08"
"1144277112","HOLOGIC, LLC","UNIVERSAL","Food and Beverage","2018","16.48"
"1124062534","SANOFI-AVENTIS U.S. LLC","TOUJEO","Food and Beverage","2018","19.66"
"1831414143","JANSSEN PHARMACEUTICALS, INC","ZYTIGA","Food and Beverage","2016","23.85"
"1851889976","MEDTRONIC, INC.","INTELLIS ADAPTIVESTIM","Food and Beverage","2023","19.98"
"1447369095","GALDERMA LABORATORIES, L.P.","","Food and Beverage","2016","7.89"
"1780035329","AXSOME THERAPEUTICS, INC.","SUNOSI","Food and Beverage","2023","20.98"
"1578540266","VIVUS, INC.","QSYMIA","Food and Beverage","2016","22.09"
"1437202116","AVANIR PHARMACEUTICALS, INC.","NUEDEXTA","Food and Beverage","2019","13.95"
"1770118598","ASTRAZENECA PHARMACEUTICALS LP","FARXIGA","Food and Beverage","2023","36.67"
"1174974216","NOVARTIS PHARMACEUTICALS CORPORATION","ENTRESTO","Food and Beverage","2023","32.63"
"1801356530","NALU MEDICAL, INC.","NALU NEUROSTIMULATION SYSTEM","Food and Beverage","2022","31.830002"
"1104466853","E.R. SQUIBB & SONS, L.L.C.","","Consulting Fee","2021","390"
"1073516142","ASTRAZENECA PHARMACEUTICALS LP","LYNPARZA","Food and Beverage","2018","127.86"
"1225568579","BOEHRINGER INGELHEIM PHARMACEUTICALS, INC.","JARDIANCE","Food and Beverage","2022","13.79"
"1679724058","BOSTON SCIENTIFIC CORPORATION","PRECISION","Travel and Lodging","2016","3022.46"
"1841371697","BOEHRINGER INGELHEIM PHARMACEUTICALS, INC.","STIOLTO","Food and Beverage","2019","27.14"
"1952469850","JANSSEN PHARMACEUTICALS, INC","INVOKANA","Food and Beverage","2017","11.35"
"1013993963","ALCON VISION LLC","TOTAL30","Food and Beverage","2022","15.02"
"1720395387","E.R. SQUIBB & SONS, L.L.C.","ORENCIA","Food and Beverage","2016","111.03"
"1427215557","JANSSEN PHARMACEUTICALS, INC","SYMTUZA","Education","2020","29.99"
"1144661455","BIOHAVEN PHARMACEUTICALS, INC.","NURTEC ODT","Food and Beverage","2021","279.41"
"1245491257","SEAGEN INC.","ADCETRIS","Consulting Fee","2022","1375"
"1326135476","MEDTRONIC, INC.","MAZORX RENAISSANCE","Travel and Lodging","2018","110.5"
"1538485271","AGILE THERAPEUTICS, INC.","TWIRLA","Food and Beverage","2022","27.21"
"1528419579","ACUMED LLC","ACUMED","Food and Beverage","2023","69.59"
"1922174119","NOVO NORDISK INC","OZEMPIC","Food and Beverage","2022","63.04"
"1275538910","AMARIN PHARMA INC.","VASCEPA","Food and Beverage","2019","14.54"
"1689625139","CELGENE CORPORATION","ZEPOSIA","Food and Beverage","2023","29.25"
"1346465689","3M COMPANY","CLARITY ALIGNERS","Food and Beverage","2022","25.01"
"1104825199","PFIZER INC.","CHANTIX","Food and Beverage","2016","29.289999"
"1114007291","HENRY SCHEIN, INC.","","Food and Beverage","2016","33.5"
"1659449379","ABBVIE, INC.","LUPRON","Food and Beverage","2017","23.59"
"1548373236","COOPERVISION INC.","BIOFINITY CONTACT LENS","Food and Beverage","2017","43.71"
"1467652537","MERCK SHARP & DOHME CORPORATION","ZOSTAVAX","Food and Beverage","2016","15.77"
"1992900849","ABBOTT LABORATORIES","","Travel and Lodging","2017","7.99"
"1295846251","E.R. SQUIBB & SONS, L.L.C.","ELIQUIS","Food and Beverage","2019","22.68"
"1023071487","PFIZER INC.","IBRANCE","Food and Beverage","2018","107.41"
"1730148677","THE MEDICINES COMPANY","ORBACTIV","Food and Beverage","2017","11.13"
"1780926782","BOSTON SCIENTIFIC CORPORATION","SYNERGY","Food and Beverage","2020","17.33"
"1902910615","JANSSEN PHARMACEUTICALS, INC","SPRAVATO","Food and Beverage","2023","35.75"
"1720044191","AMGEN INC.","AIMOVIG","Food and Beverage","2020","34.7"
"1851379879","BOEHRINGER INGELHEIM PHARMACEUTICALS, INC.","JARDIANCE","Food and Beverage","2019","52.46"
"1205804739","NOVO NORDISK INC","LEVEMIR","Food and Beverage","2016","12.02"
"1407941255","NOVO NORDISK INC","NOVOLOG","Food and Beverage","2017","2.66"
"1609850759","MERCK SHARP & DOHME CORPORATION","ZERBAXA","Food and Beverage","2018","19.57"
"1588657522","JANSSEN PHARMACEUTICALS, INC","RYBREVANT","Food and Beverage","2021","18.96"
"1790084267","MYLAN PHARMACEUTICALS INC.","XULANE","Food and Beverage","2018","42.6"
