"projectId","display","codingType","tcSize"
"5888","Hyphema","condition","76562"
"4158","Pemphigus and Fogo Selvagem","condition","1199"
"2090","Fox-Fordyce Disease","condition","751"
"3219","Microphthalmia Syndromic 9","condition","416"
"1632","Autosomal Cleft Palate","condition","1353"
"4932","Rhabdomyosarcoma Embryonal","condition","239703"
"6412","Eosinophilic Colitis","condition","23061"
"1146","Chronic Polyradiculoneuritis","condition","49571"
"2714","Ichthyosis Bullosa of Siemens","condition","822"
"2920","Krabbe Disease","condition","8008"
"3821","Nonsyndromic Hearing Loss","condition","210362"
"2190","Ghosal Hematodiaphyseal Dysplasia","condition","215"
"6089","Posterior Fossa Tumor","condition","699151"
"6630","Tenotomy","procedure","12209"
"2813","Heterotaxy Syndrome","condition","6892"
"130","Addison's Disease","condition","163632"
"1094","Chromosome 15q Duplication","condition","270"
"395","Arthritis","condition","2651701"
"2291","Granuloma Annulare","condition","23475"
"5564","Dry Mouth","condition","184274"
"3796","Nevoid Basal Cell Carcinoma Syndrome","condition","15727"
"5028","Platelet Storage Pool Deficiency","condition","20633"
"3281","Meningoencephalocele","condition","5031"
"192","Alopecia Universalis","condition","1514"
"6545","Acquired Hemophilia","condition","8451"
"4716","Sandhaus Ben-Ami Syndrome","condition","1515"
"1473","Cystic Medial Necrosis of Aorta","condition","116732"
"6476","PIK3CA-Related Overgrowth Spectrum","condition","103"
"6548","Ocular Hypertension (OHT)","condition","619214"
"47","Acrorenal Mandibular Syndrome","condition","6597"
"6249","Urinary Tract Infection in Children","condition","15433957"
"5301","Troyer Syndrome","condition","8181"
"879","Wildervanck Syndrome","condition","7712"
"4717","Sandhoff Disease","condition","3952"
"6550","Idiopathic Short Stature (ISS)","condition","4414"
"5202","Thyroid Hormone Plasma Membrane Transport Defect","condition","40788"
"5228","Tourette Syndrome","condition","41191"
"6028","Osteitis Fibrosa","condition","246839"
"6065","Secondary Peritonitis","condition","370139"
"6365","Small Bowel Resection","procedure","69469"
"4803","Sezary Syndrome","condition","16791"
"5567","X-Linked Ichthyosis","condition","3357"
"1664","Dyggve-Melchior-Clausen Syndrome","condition","667"
"4864","Brachydactyly Mononen Type","condition","45852"
"5707","Chronic Pancreatitis","condition","284093"
"5817","Frequent or Urgent Urination","condition","351390"
"6002","Hallervorden-Spatz Disease","condition","10870"
"5069","Multiple Synostoses Syndrome 1","condition","2073"
"5965","Metastatic Brain Tumor","condition","711033"
"5872","High Potassium Level","condition","1168065"
"148","Agnosia","condition","19099"
"779","Cardiomyopathy Hypogonadism Metabolic Anomalies","condition","6701"
"952","Chondrodysplasia, Grebe Type","condition","666"
"6146","Scleroma","condition","121242"
"980","Chromoblastomycosis","condition","7208"
"2701","Hypothermia","condition","132792"
"4113","Paris-Trousseau Thrombocytopenia","condition","23485"
"6567","Transmyocardial Revascularization","procedure","25599"
"5270","Trichostasis Spinulosa","condition","313"
"6524","Chronic Inflammatory Response Syndrome (CIRS)","condition","34606"
"3613","Myotonic Dystrophy","condition","56650"
"5475","WAGR Syndrome","condition","7088"
"5929","Newborn Low Blood Sugar","condition","26180"
"4565","Recurrent Peripheral Facial Palsy","condition","145687"
"1873","MYH9 Related Thrombocytopenia","condition","1354"
"312","Anophthalmia Plus Syndrome","condition","9664"
"5881","Infant Hyperglycemia","condition","806537"
"4378","Premenstrual Dysphoric Disorder","condition","8199"
"493","Congenital Contractural Arachnodactyly","condition","6235"
"198","Mucopolysaccharidosis Type 1 (MPS I, Hurler Syndrome)","condition","14545"
"5425","Ventricular Fibrillation","condition","253770"
"4900","Spastic Paraplegia Type 11","condition","9139"
"6622","Rhizotomy","procedure","13352"
"441","Atrophoderma of Pierini and Pasini","condition","401"
"1446","Cutis Laxa","condition","36624"
"5147","Testicular Cancer","condition","189598"
"2160","Gaucher Disease Type 2","condition","3785"
"3502","Monilethrix","condition","1088"
"3241","Berdon Syndrome","condition","10256"
"4337","Porphyria","condition","60440"
"2677","Hypoparathyroidism","condition","90217"
"6590","Bone Graft","procedure","297427"
"4761","Scleromyxedema","condition","4292"
"5612","Acute Nephritic Syndrome","condition","5479"
"5577","Y Chromosome Infertility","condition","1439"
"3467","Mikulicz Disease","condition","55007"
"4644","Reynolds Syndrome","condition","79984"
"5671","Erb's Palsy","condition","12256"
"5029","Stormorken Syndrome","condition","3063"
"929","Choanal Atresia","condition","5604"
"4081","Hereditary Pancreatitis","condition","777997"
"4246","Pineocytoma","condition","13295"
"1527","Polycystic Lipomembranous Osteodysplasia with Sclerosing Leukoencephalopathy","condition","1142"
"5295","Trochlear Dysplasia","condition","2102"
"2489","Histiocytosis","condition","178967"
"4202","Peyronie Disease","condition","30818"
"221","Ambras Syndrome","condition","280"
"943","Progressive Familial Intrahepatic Cholestasis Type 1","condition","343612"
"3119","Lymphomatoid Papulosis","condition","11180"
"4437","Prothrombin Deficiency","condition","29491"
"1231","Colonic Atresia","condition","1174"
"5039","Strongyloidiasis","condition","25364"
"6587","Laminectomy","procedure","180437"
"5493","Granulomatosis with Polyangiitis","condition","109270"
"2664","Hypogonadism Primary Partial Alopecia","condition","612714"
"2657","Familial Hypofibrinogenemia","condition","26525"
"2144","GAPO Syndrome","condition","20200"
"2032","Methimazole Antenatal Exposure","condition","4958"
"1811","Eosinophilic Fasciitis","condition","5614"
"1194","Coats Disease","condition","20120"
"5737","Deep Vein Thrombosis","condition","1386246"
"1649","Isolated Duane Retraction Syndrome","condition","5394"
"1577","Transient Neonatal Diabetes Mellitus","condition","1288"
"13","Vici Syndrome","condition","6140"
"6081","Pneumococcal Meningitis","condition","26914"
"3193","Marchiafava Bignami Disease","condition","1964"
"5511","Wiedemann-Rautenstrauch Syndrome","condition","6503"
"1595","Diastrophic Dysplasia","condition","1670"
"796","Cartilage-Hair Hypoplasia","condition","2342"
"6324","Pineoblastoma","condition","2142"
"2140","Gangliosidosis","condition","17290"
"6328","Juvenile Myelomonocytic Leukemia (JMML)","condition","5157"
"6556","Atherectomy","procedure","28419"
"3684","N-Acetyl-Alpha-D-Galactosaminidase Deficiency Type 3","condition","2348"
"1667","Dyschromatosis Universalis Hereditaria","condition","24605"
"2154","Gastroenteropancreatic Neuroendocrine Tumor (GEP-NET)","condition","96418"
"5656","Bartholin Cyst or Abscess","condition","18721"
"6232","Transient Ischemic Attack (TIA)","condition","1713994"
"6539","Schizoaffective Disorder","condition","1292210"
"3635","Myelofibrosis","condition","124241"
"4903","Spastic Paraplegia Type 3A","condition","8067"
"6325","Primitive Neuroectodermal Tumor (PNET)","condition","614419"
"2676","Hypomelanotic Disorder","condition","108492"
"3374","Methylmalonic Acidemia with Homocystinuria","condition","17883"
"3826","Norrie Disease","condition","2387"
"3365","Metatarsus Adductus","condition","1920"
"2187","Gestational Diabetes","condition","161714"
"2723","Ichthyosis Vulgaris","condition","4032"
"10","Abruzzo-Erickson Syndrome","condition","5459"
"3932","Renal Oncocytoma","condition","117036"
"1896","Esophageal Atresia Coloboma Talipes","condition","441"
"5021","Stevens-Johnson Syndrome","condition","47477"
"6296","IgG4-Related Disease","condition","53073"
"2101","Frey's Syndrome","condition","4132"
"2436","Hereditary Hemorrhagic Telangiectasia","condition","39295"
"2824","Asphyxiating Thoracic Dystrophy","condition","1643"
"6010","Newborn Jaundice","condition","91689"
"6208","Tenesmus","condition","104866"
"1390","Craniometaphyseal Dysplasia","condition","1387"
"4528","Hereditary Pyropoikilocytosis","condition","1494"
"6020","Oral Mucous Cyst","condition","6954"
"6176","Spinal Cord Abscess","condition","34268"
"5246","Transthyretin Amyloidosis","condition","17060"
"209","Aluminosis","condition","2718"
"6529","Simultaneous Pancreas Kidney Transplant","procedure","97487"
"5571","X-Linked Intellectual Disability, Siderius Type","condition","31684"
"1887","Erythrokeratodermia Variabilis et Progressiva","condition","31147"
"6281","Croup","condition","7912"
"3229","Mckusick-Kaufman Syndrome","condition","5659"
"5869","Hiatal Hernia","condition","755142"
"2182","Geographic Tongue","condition","5145"
"6030","Osteopenia","condition","2178579"
"4947","Spinocerebellar Ataxia Type 20","condition","2291"
"2793","Intestinal Pseudo-Obstruction","condition","57833"
"476","Baritosis","condition","278"
"3143","Macrophagic Myofasciitis","condition","59240"
"1829","Epidermolysis Bullosa Acquisita","condition","6119"
"6204","Syphilitic Aseptic Meningitis","condition","7662"
"1162","Citrullinemia","condition","4973"
"2849","KBG Syndrome","condition","7332"
"2928","Labyrinthitis","condition","50024"
"970","Central Serous Chorioretinopathy","condition","30468"
"5316","Tungiasis","condition","1693"
"195","Alpha-1 Antitrypsin Deficiency (AATD)","condition","45999"
"159","Alagille Syndrome","condition","8193"
"6423","Malabsorption","condition","304989"
"4241","Pigmented Villonodular Synovitis","condition","11875"
"5975","Molluscum Contagiosum","condition","13493"
"6617","Iridectomy","procedure","6520"
"6344","Opioid Use Disorder","condition","623360"
"4854","Sick Sinus Syndrome","condition","1082019"
"3016","Leukoplakia","condition","54975"
"1012","Chromosome 4p Deletion","condition","214"
"2216","Iridocorneal Endothelial Syndrome","condition","2445"
"517","Nijmegen Breakage Syndrome","condition","8522"
"3544","Multifocal Motor Neuropathy","condition","8067"
"1348","Corneal Dystrophy and Perceptive Deafness","condition","112561"
"1588","Donnai-Barrow Syndrome","condition","2234"
"3893","Oculocutaneous Albinism Type 2","condition","12165"
"5839","Gingivostomatitis","condition","32654"
"616","Brachyolmia","condition","1061"
"583","Lyme Disease","condition","168431"
"6600","Sacral Nerve Stimulation","procedure","11864"
"5772","Endocardial Cushion Defect","condition","9177"
"4457","Pseudomonas Stutzeri Infections","condition","154397"
"4523","Pustular Psoriasis","condition","17072"
"764","Cardiac Diverticulum","condition","12022"
"3687","Autosomal Recessive Congenital Methemoglobinemia","condition","599"
"5669","Bowel Incontinence","condition","206340"
"1797","Endometriosis","condition","211330"
"5089","Syngnathia Cleft Palate","condition","996"
"6616","Thalamotomy","procedure","5061"
"3074","Lowe Syndrome","condition","3510"
"643","Bronchogenic Cyst","condition","655305"
"5805","Fifth Disease","condition","8472"
"4645","Rhabditida Infections","condition","35184"
"4102","Paramyotonia Congenita","condition","64652"
"4599","Autosomal Recessive Distal Renal Tubular Acidosis","condition","7419"
"2135","GABA-Transaminase Deficiency","condition","251"
"6029","Osteomyelitis in Children","condition","1855265"
"1070","Chromosome 12p Duplication","condition","67"
"1815","Eosinophilic Pustular Folliculitis","condition","51201"
"5044","Subacute Sclerosing Panencephalitis","condition","13182"
"1219","Retinochoroidal Coloboma","condition","656"
"1803","Glycogen Storage Disease Type 13","condition","629"
"6613","Splenectomy","procedure","145284"
"5877","Hydrocarbon Pneumonia","condition","80"
"5205","Absence of Tibia","condition","887"
"521","GM1 Gangliosidosis","condition","4608"
"3277","Meningitis","condition","507890"
"641","Bronchitis","condition","1921426"
"3633","Ataxia-Pancytopenia Syndrome","condition","5036"
"4739","Schimke Immuno-Osseous Dysplasia","condition","936"
"5639","Ascites","condition","1095539"
"4651","Rheumatic Fever","condition","339093"
"2174","Generalized Tonic-Clonic Seizure","condition","1539098"
"6327","Epithelioid Sarcoma","condition","243280"
"2522","Hydrocephalus","condition","404175"
"717","TMEM165-CDG","condition","4102"
"4926","Spinal Muscular Atrophy Type 2","condition","15503"
"6007","Neurosyphilis","condition","26861"
"261","Sideroblastic Anemia","condition","42347"
"6495","Non-Radiographic Axial Spondyloarthritis (nr-axSpA)","condition","80"
"6472","Liver Embolization","procedure","59549"
"2388","Hemochromatosis","condition","258841"
"5852","Head Lice","condition","16525"
"5108","Primary T Cell Immunodeficiency","condition","3373"
"6258","Varicocele","condition","57798"
"5551","Hereditary Xanthinuria","condition","2131"
"5866","Herpangina","condition","4505"
"673","PMM2-Congenital Disorder of Glycosylation","condition","5921"
"3240","Medulloblastoma","condition","98906"
"6217","Thrombophlebitis","condition","965913"
"6396","Cystectomy","procedure","134051"
"5968","Methicillin-Resistant Staphylococcus Aureus (MRSA)","condition","495882"
"4566","Recurrent Respiratory Papillomatosis","condition","15979"
"6473","Lysosomal Acid Lipase Deﬁciency","condition","7394"
"4971","Splenogonadal Fusion Limb Defects Micrognatia","condition","1802"
"6553","MAGIC Syndrome","condition","31469"
"5453","Very Long-Chain Acyl-CoA Dehydrogenase (VLCAD) Deficiency","condition","2019"
"3427","Congenital Microcoria","condition","1571"
"723","Cafe-Au-Lait Spots","condition","3990"
"2300","Greig Cephalopolysyndactyly Syndrome","condition","1996"
"6261","Vascular Ring","condition","8238"
"5984","Multifocal Atrial Tachycardia","condition","727108"
"4774","Sea-Blue Histiocytosis","condition","4863"
"1370","Corticobasal Degeneration","condition","20836"
"2021","Fetal and Neonatal Alloimmune Thrombocytopenia","condition","1680"
"6295","Middle East Respiratory Syndrome (MERS)","condition","35265"
"5606","Acute Adrenal Crisis","condition","8194"
"2478","Hirschsprung Disease","condition","35609"
"3498","Molybdenum Cofactor Deficiency (MoCD)","condition","1336"
"5993","Necrotizing Enterocolitis","condition","360073"
"2812","Isthmian Coarctation","condition","5784"
"4131","Parvovirus Antenatal Infection","condition","50163"
"2471","Hidradenitis Suppurativa","condition","96626"
"4501","Simple Pulmonary Eosinophilia","condition","42796"
"6160","Serum Sickness","condition","32908"
"5941","Lymphogranuloma Venereum","condition","9826"
"4637","Retinopathy of Prematurity","condition","54257"
"2506","Giant Cell Arteritis (GCA)","condition","200389"
"4511","Pulmonary Supravalvular Stenosis","condition","3857"
"4377","Ectopic Heartbeat","condition","504813"
"5948","Mastoiditis","condition","164107"
"3614","Oculopharyngeal Muscular Dystrophy","condition","8231"
"6195","Subdural Hematoma","condition","963170"
"5650","Autosomal Dominant Tubulointerstitial Kidney Disease","condition","5233"
"336","Aorta-Pulmonary Artery Fistula","condition","684"
"2139","Ganglioglioma","condition","12054"
"3512","Mounier-Kuhn Syndrome","condition","1868"
"1260","Congenital Aplastic Anemia","condition","34935"
"4956","Spinocerebellar Ataxia Type 3","condition","19499"
"4521","Purpura","condition","250216"
"581","Branchiootorenal Syndrome","condition","8009"
"128","Adrenal Cancer","condition","211677"
"6467","Vascular Birthmark","condition","8310"
"6454","Velopharyngeal Insufficiency","condition","2765"
"6240","Umbilical Hernia","condition","327442"
"2574","Congenital Hyperinsulinism","condition","98468"
"375","Arachnoiditis","condition","25912"
"2418","Hepatitis E","condition","44951"
"1625","Distal Myopathy 2","condition","3442"
"5930","Infantile Low Calcium Level","condition","4922"
"5696","Cervical Dysplasia","condition","187203"
"3379","Mevalonate Kinase Deficiency","condition","4688"
"5724","Coronary Artery Spasm","condition","54559"
"4992","Spondyloepimetaphyseal Dysplasia Joint Laxity","condition","544"
"116","Adenine Phosphoribosyltransferase Deficiency","condition","6833"
"5721","Contact Dermatitis","condition","767448"
"6492","Venous Thromboembolism (VTE)","condition","292822"
"4093","Papular Mucinosis","condition","4688"
"464","Tumefactive Multiple Sclerosis","condition","11706"
"6337","Gallstones","condition","2224718"
"5517","Denys-Drash Syndrome (DDS)","condition","10002"
"4669","Right Ventricle Hypoplasia","condition","673"
"2244","Glucose Phosphate Isomerase Deficiency","condition","19058"
"2658","Low Blood Sugar","condition","441034"
"3164","Malaria","condition","660261"
"5833","Gastroparesis","condition","411704"
"724","Caffey Disease","condition","144757"
"6589","Endovascular Embolization","procedure","6606"
"3759","Neuroblastoma","condition","272665"
"6575","Scaphoid Non-Union","condition","6494"
"3516","Muckle-Wells Syndrome","condition","8134"
"5771","Encopresis","condition","123944"
"4673","Roberts Syndrome","condition","1369"
"4937","Spinocerebellar Ataxia Type 11","condition","7109"
"1635","Dopamine Beta-Hydroxylase Deficiency","condition","8174"
"5837","Male Genital Sores","condition","68368"
"6484","Marginal Zone Lymphoma (MZL)","condition","68059"
"538","Biliary Hypoplasia","condition","3267"
"1522","Oculocerebrocutaneous Syndrome","condition","271"
"6394","Pinealectomy","procedure","3181"
"3833","Fetal Cystic Hygroma","condition","223584"
"6367","Heyde Syndrome","condition","15281"
"4751","Schwannomatosis","condition","4141"
"2683","Childhood Hypophosphatasia (HPP)","condition","21482"
"6314","Breast Cancer in Men","condition","80101"
"5520","Wilson Disease","condition","240724"
"4422","Proliferating Trichilemmal Cyst","condition","5562"
"5905","Intraductal Papilloma","condition","597545"
"4955","Spinocerebellar Ataxia Type 29","condition","536"
"4836","Sickle Cell Disease","condition","570180"
"5950","Meckel's Diverticulum","condition","21722"
"5949","Meatal Stenosis","condition","4569"
"5698","Cervical Spondylosis","condition","1384019"
"2684","X-Linked Hypophosphatemia","condition","20527"
"1662","Thanatophoric Dysplasia","condition","2489"
"6457","Vitamin D Deficiency","condition","2984614"
"145","Total Intestinal Aganglionosis","condition","1412"
"1317","Hereditary Spherocytosis","condition","16664"
"5175","Essential Thrombocythemia","condition","300501"
"1919","Exogenous Lipoid Pneumonia","condition","3780"
"1442","Cutaneous T-Cell Lymphoma (CTCL)","condition","113598"
"5630","Anomalous Left Coronary Artery from the Pulmonary Artery","condition","14059"
"5909","Irregular Sleep-Wake Syndrome","condition","9883"
"392","Arterial Tortuosity Syndrome","condition","118606"
"6082","Pneumomediastinum","condition","45579"
"6310","Lung Adenocarcinoma","condition","1891519"
"6158","Serotonin Syndrome","condition","39540"
"6300","Oligodendroglioma","condition","323428"
"5809","Folate Deficiency","condition","966311"
"2410","Hepatic Cystic Hamartoma","condition","12008"
"5878","Hydrocele","condition","295506"
"5218","Tongue Cancer","condition","188869"
"5859","Hemolytic Crisis","condition","49929"
"6060","Constrictive Pericarditis","condition","31052"
"6164","Sinusitis","condition","7370234"
"6066","Spontaneous Bacterial Peritonitis","condition","47519"
"3096","Lymphangiomatosis","condition","2797"
"112","Adams-Oliver Syndrome","condition","3467"
"4040","Otospondylomegaepiphyseal Dysplasia","condition","194"
"2826","Johanson-Blizzard Syndrome","condition","5696"
"2159","Gaucher Disease Type 1","condition","7717"
"5048","Subependymal Nodular Heterotopia","condition","4310"
"4621","X-Linked Retinal Dysplasia","condition","5867"
"2423","Hepatorenal Syndrome","condition","27346"
"5528","Wolcott Rallison Syndrome","condition","11862"
"1268","Congenital Cardiovascular Shunt","condition","150756"
"4904","Spastic Paraplegia Type 4","condition","9275"
"2008","Non-Alcoholic Fatty Liver Disease","condition","1104559"
"6206","Temporal Arteritis","condition","201686"
"6356","Femur Fibula Ulna Syndrome","condition","340"
"4858","Situs Inversus","condition","34221"
"284","Angiosarcoma of the Scalp","condition","22653"
"6619","Trabeculectomy","procedure","48625"
"6519","Angioplasty","procedure","490245"
"5858","Hemolysis","condition","203437"
"1430","Fraser Syndrome","condition","2356"
"4162","Fetal Akinesia Sequence","condition","5900"
"2969","Leber Hereditary Optic Neuropathy (LHON)","condition","13430"
"3806","X-Linked Congenital Stationary Night Blindness","condition","2472"
"4209","Phacomatosis Pigmentokeratotica","condition","5944"
"3175","Mesenchymoma","condition","315540"
"6174","Spider Angioma","condition","35893"
"2692","Hypoplastic Left Heart Syndrome (HLHS)","condition","25542"
"6415","FOXG1 Syndrome","condition","2031"
"1638","Double Outlet Left Ventricle","condition","1239"
"2752","Incontinentia Pigmenti","condition","6230"
"4677","Robinow Syndrome","condition","5108"
"95","Acute Monoblastic Leukemia (AmoL)","condition","23892"
"5622","Anal Cancer","condition","290976"
"3837","Obsessive-Compulsive Disorder (OCD)","condition","179519"
"1140","Chronic Inflammatory Demyelinating Polyneuropathy","condition","103596"
"1221","Coloboma of Iris","condition","2709"
"6124","Retrograde Ejaculation","condition","6421"
"3261","Melanoma of the Eye","condition","69211"
"6183","Stereotypic Movement Disorder","condition","4545"
"1209","Cohen Syndrome","condition","7504"
"1113","Chromosome 18q Duplication","condition","231"
"4559","Reactive Arthritis","condition","34204"
"1188","Cluster Headache","condition","53842"
"6486","Paroxysmal Nocturnal Hemoglobinuria (PNH)","condition","37191"
"3388","Microcephaly","condition","72246"
"4114","Parkes Weber Syndrome","condition","8610"
"6339","Ganglion Cyst","condition","285212"
"6037","Palatal Myoclonus","condition","219795"
"5232","Toxic Shock Syndrome","condition","10214"
"2276","Perrault Syndrome","condition","2540"
"5748","Diabetic Hyperglycemic Hyperosmolar Syndrome","condition","135600"
"6280","PFAPA","condition","2745"
"6274","Xanthoma","condition","4084383"
"1622","Distal Arthrogryposis","condition","3263"
"3239","Medullary Thyroid Carcinoma","condition","428825"
"2508","Howel-Evans Syndrome","condition","30099"
"4455","Pseudohypoaldosteronism Type 2","condition","24704"
"4285","Poland Syndrome","condition","4385"
"6255","Vaginal Cysts","condition","287990"
"1914","Ewing Sarcoma","condition","147039"
"4341","Porphyria Cutanea Tarda","condition","13917"
"4226","Phosphomannoisomerase Deficiency","condition","4329"
"2186","Gerstmann Syndrome","condition","34080"
"4155","Pelvic Lipomatosis","condition","5084"
"4641","Rett Syndrome","condition","37145"
"5407","Variegate Porphyria","condition","3585"
"3949","Optic Nerve Atrophy","condition","136878"
"2350","Heart Block","condition","233897"
"1246","Mitochondrial Complex V Deficiency","condition","78669"
"6614","Myringotomy","procedure","22829"
"5360","Urachal Cancer","condition","5557"
"2304","Growth Hormone Deficiency (GHD)","condition","93940"
"6376","Kidney Transplant","procedure","1107069"
"520","Beta-Ketothiolase Deficiency","condition","491"
"2559","Hypereosinophilic Syndrome","condition","75765"
"2278","Gonococcal Conjunctivitis","condition","2922"
"5566","Alpha Thalassemia X-Linked Intellectual Disability Syndrome","condition","3403"
"4201","Peutz-Jeghers Syndrome","condition","18706"
"6635","Parathyroidectomy","procedure","54256"
"5150","Tetra-Amelia Syndrome","condition","60"
"4094","Papular Urticaria","condition","37013"
"5487","Warts","condition","1973603"
"6432","Neurogenic Bowel","condition","7950"
"731","Camptocormism","condition","10356"
"2735","Juvenile Primary Osteoporosis","condition","235407"
"387","Arrhinia","condition","278"
"926","Chlamydia","condition","124388"
"2498","Holt-Oram Syndrome","condition","3805"
"1691","Familial Atypical Multiple Mole Melanoma Syndrome","condition","643460"
"5791","Esophagitis","condition","1202133"
"58","Acrofacial Dysostosis Rodriguez Type","condition","16008"
"2403","Hemorrhagic Proctocolitis","condition","443217"
"350","Apert Syndrome","condition","11400"
"3623","Mycetoma","condition","16389"
"6471","Septoplasty","procedure","15005"
"230","Amenorrhea","condition","92028"
"5733","Acute Cystitis","condition","1830799"
"3923","Olmsted Syndrome","condition","30865"
"3944","Opitz G BBB Syndrome","condition","1555"
"679","ALG6-CDG","condition","4086"
"2128","Galactocoele","condition","346021"
"3962","Oral-Facial-Digital Syndrome","condition","4878"
"3425","Microcephaly with Spastic Quadriplegia","condition","2000"
"4664","Rickets","condition","97817"
"6602","Mast Cell Activation Syndrome (MCAS)","condition","35186"
"4507","Pulmonary Sequestration","condition","14052"
"4532","Pyruvate Dehydrogenase Deficiency","condition","3721"
"823","Cerebral Cavernous Malformation","condition","259806"
"1575","Type 1 Diabetes (T1D)","condition","1963752"
"1371","Costello Syndrome","condition","10621"
"4314","Polymyositis","condition","118673"
"5924","Liver Spots","condition","259204"
"550","Bladder Cancer","condition","1957157"
"1989","Familial Periodic Paralysis","condition","10387"
"1281","Congenital Fiber-Type Disproportion","condition","18214"
"5932","Low Sodium Level","condition","1387416"
"5912","Juvenile Angiofibroma","condition","332333"
"6358","Priapism","condition","25526"
"6284","Schnitzler Syndrome","condition","562662"
"3224","Binder's Syndrome","condition","806"
"1875","Erdheim-Chester Disease","condition","14833"
"5096","Blau Syndrome","condition","11808"
"5741","Delirium","condition","2536694"
"1537","Dentatorubral-Pallidoluysian Atrophy","condition","19480"
"6049","Paronychia","condition","764177"
"3542","Multifocal Fibrosclerosis","condition","1779"
"5144","Frank Ter Haar Syndrome","condition","5721"
"4816","Rommen Mueller Sybert Syndrome","condition","4531"
"6340","RUNX1 Familial Platelet Disorder","condition","32280"
"1600","Diethylstilbestrol Syndrome","condition","1324"
"1669","VLDLR-Associated Cerebellar Hypoplasia","condition","1272"
"5781","Epicanthal Folds","condition","2812"
"4025","Osteopoikilosis","condition","2756"
"3573","Mumps","condition","29259"
"2197","Giant Mammary Hamartoma","condition","172950"
"440","Atrioventricular Septal Defect","condition","10903"
"6161","Short Philtrum","condition","4018"
"4994","X-Linked Spondyloepiphyseal Dysplasia Tarda","condition","35807"
"6562","Aortic Valve Replacement","procedure","566315"
"6272","West Nile Virus Infection","condition","37892"
"1760","Ehrlichiosis","condition","25971"
"425","Asthma","condition","2653189"
"2042","Fibrochondrogenesis","condition","462"
"2746","Inborn Amino Acid Metabolism Disorder","condition","64895"
"5843","Gonococcal Arthritis","condition","2752"
"255","Andersen Disease","condition","2082"
"6236","Trichorrhexis Nodosa","condition","1284"
"1558","Desmoplastic Small Round Cell Tumor","condition","86898"
"5836","Female Genital Sores","condition","152032"
"6026","Osmotic Demyelination Syndrome","condition","2561"
"5019","Sternal Cleft","condition","1226"
"1234","Colorado Tick Fever","condition","1266"
"2184","Gerodermia Osteodysplastica","condition","30282"
"4460","Pseudomyxoma Peritonei","condition","142693"
"776","Familial Hypertrophic Cardiomyopathy","condition","142373"
"319","Anosmia","condition","66975"
"6201","Swimmer's Ear","condition","34394"
"736","Camptodactyly Syndrome Guadalajara Type 1","condition","7604"
"6077","Placenta Previa","condition","29076"
"4830","Multiple System Atrophy","condition","65343"
"5321","Typhus","condition","31933"
"500","Bell's Palsy","condition","153628"
"6085","Newborn Polycythemia","condition","5507"
"4988","Spondyloenchondrodysplasia","condition","732"
"343","Aortic Dissection","condition","304929"
"1228","Micropthalmia Associated with Colobomatous Cyst","condition","691"
"847","Cerebellar Hypoplasia","condition","5308"
"480","Bartsocas-Papas Syndrome","condition","1569"
"4522","Henoch-Schonlein Purpura","condition","33260"
"6140","Scalded Skin Syndrome","condition","34180"
"3475","Congenital Mirror Movement Disorder","condition","6954"
"6373","Carotid Artery Disease","condition","3116006"
"5171","Thoracic Outlet Syndrome","condition","39356"
"4118","Familial Paroxysmal Nonkinesigenic Dyskinesia","condition","17785"
"913","Cherubism","condition","10579"
"289","Gillespie Syndrome","condition","791"
"262","Anemia","condition","6740208"
"6480","Diabetic Macular Edema (DME)","condition","58202"
"5638","Ascariasis","condition","28050"
"3870","Ochoa Syndrome","condition","26409"
"1232","Colonic Malakoplakia","condition","193821"
"4846","Simpson-Golabi-Behmel Syndrome","condition","1955"
"820","Caudal Duplication","condition","6511"
"4163","Pendred Syndrome","condition","4246"
"5084","Syndactyly Type 3","condition","274"
"2910","Kohler Disease","condition","421"
"2394","Hemolytic Anemia","condition","642632"
"1426","POEMS Syndrome","condition","20180"
"29","Achard Syndrome","condition","5288"
"4800","Severe Combined Immunodeficiency (SCID)","condition","46205"
"5703","Chinese Restaurant Syndrome","condition","442"
"1979","Familial Hypertension","condition","32163509"
"6380","Corneal Transplant","procedure","109032"
"6257","Vaginismus","condition","3991"
"2954","Throat Cancer","condition","362616"
"6503","HNRNPH2-Related Disorder","condition","439"
"1703","Eales Disease","condition","5090"
"2589","Familial Hypercholesterolemia","condition","145726"
"283","Angiosarcoma of the Liver","condition","4910"
"5803","Fibrocystic Breast Disease","condition","259123"
"2769","Infectious Myocarditis","condition","2853"
"4557","Raynaud Phenomenon","condition","70858"
"5211","Tinnitus","condition","298825"
"590","Bowen's Disease","condition","435009"
"5311","Tuberculous Uveitis","condition","6540"
"2642","Familial Hypobetalipoproteinemia","condition","34076"
"4177","Hyperkalemic Periodic Paralysis","condition","3623"
"6110","Pyogenic Liver Abscess","condition","58487"
"972","Choroid Plexus Cyst","condition","27216"
"1668","Meckel Syndrome","condition","10201"
"6319","PTEN Hamartoma Tumor Syndrome","condition","2201"
"5244","Urothelial Cancer","condition","1578472"
"2762","Infantile Myofibromatosis","condition","45437"
"1523","Delta-1-Pyrroline-5-Carboxylate Dehydrogenase Deficiency","condition","368"
"6523","Ampullary Cancer","condition","32380"
"473","Barber Say Syndrome","condition","1218"
"6128","Rhabdomyolysis","condition","239737"
"6403","Bile Acid Malabsorption","condition","18331"
